,tweet_cleaned,subjectivity,polarity,sentiment
133,sign of the Times post election Medicare for All and SCOTUS packing be now fringe element of the Democratic Party w,0.0,0.0,Positvie
134,Georgia Republicans if be worried about Trumps behavior since lose the election and the Republicans unwillingness,0.0,0.0,Positvie
135,if Charlie be interested in heal would acknowledge the result of the election amp support a smooth transition instead Charlie promote fake conspiracy fascism have no home in America Charlie the people will not slake Republican thirst for power BidenWon GetOverIt,0.6666666666666666,0.05000000000000001,Positvie
136,Trump have month to start a nuclear war must always remember that the mentally damage potu who have turn unpre,0.2,-0.1,Negative
137,Michigan GOP congressman Mitchell and Upton be blast party leader attempt to pressure state canvasser to de,0.0,0.0,Positvie
138,on a call with GOP donor David Perdue and Kelly Loeffler privately describe President as a political b,0.2375,0.0,Positvie
139,think Sidney Powell be go after Democrats only nah be about to blow up some prominent Republicans too coug,1.0,0.25,Positvie
140,do no such thing before the leadership election lot scream at Anyone but Corbyn would be point ahead and do not deny be all over twitter so be Anyone but Corbyn point ahead be be that just centrist whitenoise as usual,0.375,-0.125,Negative
141,election fight in MI amp GA boil down vote in DET amp ATL basically will not change the outcome will not win but thi,0.34444444444444444,-0.2777777777777778,Negative
142,just in Philadelphia county will certify election today accord to and,0.0,0.0,Positvie
143,Day Post Election Cases Total States Active Cases Victories,0.675,-0.06666666666666667,Negative
144,so be correct that the GOP official position be the Dems carry out a massive sophisticated multi state election fra,1.0,0.25,Positvie
145,if fraud continue without consequence the United States entire system for the peaceful transfer of power be threaten by t,0.5625,0.125,Positvie
146,George Soros link election software company lie about tie with Dominion oann,0.0,0.0,Positvie
147,this be why want mail in voting only way could steal the election,1.0,0.0,Positvie
148,liberal pre biden election no MORE kids in cages liberal post biden election no MORE caring about KIDS in c,0.5,-0.25,Negative
149,President Trump and other Republicans have file over lawsuit across swing state in attempt to contest election result,0.375,-0.125,Negative
150,so be correct that the GOP official position be the Dems carry out a massive sophisticated multi state election fra,1.0,0.25,Positvie
151,wonder how many observer have conclude that Giuliani and Sidney Powell be participate in a conspiracy to commit fr,0.5,0.5,Positvie
152,this election cycle organize veteran across the nation to defend democracy yet be build something bigg,0.0,0.0,Positvie
153,the news media use to defend freedom of speech as essential to maintain republic now the idea that conservative,0.3,0.0,Positvie
154,GOP say there no evidence of widespread fraud vote for President Trump also believe that there,0.0,0.0,Positvie
155,clear that the voter of Michigan have speak and make a choice Michigan Sec of State Jocelyn Benson say to Jason John,0.49166666666666664,6.938893903907228e-18,Positvie
156,this be all a bunch of crap all about power and evil this gov be a supporter of the want of BLM destroy the family burn down the city marxist GOV no middle class People need to wake up and wake up now the media be the virus and just have a fraud election,0.4177777777777778,-0.4311111111111111,Negative
157,double check be still register to vote for the Jan Runoff Election REQUEST absentee ballot now,0.0,0.0,Positvie
158,national security expert call on GOP leader to rebuke Trump election claim,0.0,0.0,Positvie
159,trump just tweet also win the election what the hell do that mean be try to carve out some delusional mi,0.54375,0.24375000000000002,Positvie
160,vote for President Trump be a co chair of campaign in Ohio but also believe that there be no more sacred constitut,0.5,-0.25,Negative
161,attention GEORGIA dem the last day to register to vote in the most important runoff election to flip the SENATE be Dece,0.5222222222222223,0.3,Positvie
162,be only cheat if trump lose,1.0,0.0,Positvie
163,just so be aware Trump lawyer Sidney Powell position be that Georgia republican governor conspire with the,0.25,0.25,Positvie
164,for year the political press give Donald Trump and republican ilk unlimited airtime to propagate birtherism the exact sa,0.175,0.125,Positvie
165,that would have do win or lose the election take out pass the bill present on Jan,0.2,0.4,Positvie
166,will not make a great deal of difference at the next election anyway as represent little more than of the UK electorate,0.4375,0.278125,Positvie
167,on a call with GOP donor David Perdue and Kelly Loeffler privately describe President as a political b,0.2375,0.0,Positvie
168,widespread freakout over thing that be never go to happen have dominate Twitter trump stage a successful co,0.95,0.75,Positvie
169,meanwhile amp have commit felony election tampering,0.0,0.0,Positvie
170,a pro trump Attorney just call on Republicans to not vote for Kelly Loeffler R GA and David Perdue R GA,0.0,0.0,Positvie
171,yeah lame duck trump look directly at solar eclipse but smart enough to know can do anything amp all Republicans w,0.5732142857142857,-0.04642857142857144,Negative
172,Georgia voter even though just vote many people have suddenly be purge if want to vote in the runoff elect,0.6333333333333333,0.43333333333333335,Positvie
173,TVによるインタビューの際に本件について事実検証をせずにコメントしたと認めているとのこと,0.0,0.0,Positvie
174,as President Trump continue to fundraise off legal fight with email send since election night a reminder t,0.2,0.2,Positvie
175,dam breaking weigh in portman no proof of mass fraud that would change election result,0.0,0.0,Positvie
176,be so damn tired of Twitter amp Facebook give warning about election post may think be dumb but be not dumb e,0.5666666666666667,-0.19583333333333333,Negative
177,recognize the damage do by Trump crazier and crazier election conspiracy theory but also appreciate the clarity,0.0,0.0,Positvie
178,this story from Fox say blame Floyd County uncounted ballot on a memory card however video link b,0.0,0.0,Positvie
179,election fraud be too important to be leave to conspiracy theorist,1.0,0.4,Positvie
180,,0.0,0.0,Positvie
181,jealousy be peek through Mueller and Senate Intel Committee confirm the Russians hack election Mueller and charge a bunch of Russians,0.0,0.0,Positvie
182,where be Scott win the election,0.4,0.8,Positvie
183,there be no democratic election fraud,0.0,0.0,Positvie
184,republican Rob Portman no proof of mass fraud that would change election result,0.0,0.0,Positvie
185,while the result of the presidential election have give something to be extremely thankful for there still one,1.0,-0.125,Negative
186,there be those who say Trump should gracefully concede leave office amp prepare to run again in be not one of,0.0,0.0,Positvie
187,those ballot have no effect on the outcome of the election so be not moot either way just ask,0.0,0.0,Positvie
188,George Soros Arrestado en Philadelphia por intervención Electoral Esta noticia alegro el día este Globa,0.0,0.0,Positvie
189,but be persuade that neither prison bar nor election ban nor any other arbitrary power would stop from act,0.4875,-0.1125,Negative
190,trump campaign file an appeal after a federal judge dismiss attempt to block the certification of vote in Pennsylvania htt,0.0,0.0,Positvie
191,non aucun soupçon a part ceux qui ont été prouvés depuis comme Cambridge Analytica et russe en la Floride faisait basculer Rien de tel Il a rien dan le dossier en France on appelle cela de la calomnie,0.0,0.0,Positvie
192,even if elect Republicans want to speak truth to the MAGA crowd be not certain many will listen true and there,0.6553571428571429,0.3857142857142858,Positvie
193,confirm ACB so close to the election seem not to have hurt GOP be doubtful that any would be trump voter break the other way due to that power play and McConnell well oil confirmation machine likely net vote down ballot CatoSCOTUS,0.48981481481481476,-0.20092592592592595,Negative
194,get the popcorn ready Emily Murphy the head of GSA who refuse to sign off on the election to appease Trump face q,0.5,0.2,Positvie
195,USA election,0.0,0.0,Positvie
196,dam breaking weigh in portman no proof of mass fraud that would change election result,0.0,0.0,Positvie
197,the Electoral Map as stand with in depth info about the contest state Election via,0.0,0.0,Positvie
198,if be responsible for certify an election would want to read this column by two law professor refuse to Certi,0.55,0.2,Positvie
199,this be day ago just the other day be the darling of the Strike out force yet y,0.375,-0.125,Negative
200,medium gaslighte that widespread fraud must have occur to doubt election outcome that be not the legal standard,0.1,0.1,Positvie
201,the Kraken and Bigfoot still miss the bad guy be hunt and update election prediction,0.6666666666666666,-0.6999999999999998,Negative
202,when that little girl grow up go to learn all about how mother lie to a nation enable a would be dictator and push conspiracy theory in order to overturn an election,0.5,-0.1875,Negative
203,BASELGA BASELGA baselga Sidney Powell ha sido suspendida en Twitter por compartir una información que demuestra la conexión entre la empresa de fraude,0.0,0.0,Positvie
204,Lindsey Graham continue to weigh in on Georgia election after be accuse of interference via,0.0,0.0,Positvie
205,Should lead in space be a priority for the United States Y n,0.0,0.0,Positvie
206,no matter how this election turn out Joe Biden will not be run the country,0.0,0.0,Positvie
207,for the love of God can please add constructively to the conversation until Trump Dems always acknowledge the result of the election even when the Dems win the popular vote year after year and exactly no one have pull this crap ever,0.5900000000000001,0.19499999999999998,Positvie
208,this number be now fundraise email from the trump campaign since election night,0.0,0.0,Positvie
209,see a lot of people demand evidence from a how quickly turn on own b pls show one high p,0.68,0.3644444444444444,Positvie
210,seem to that when trump say if lose be rig mean the election be rig for biden vote to flip to trump,0.6875,-0.3125,Negative
211,break if Pennsylvania and Michigan certify election result as should today Trump claim of voter fraud,0.0,0.0,Positvie
212,portman no proof of mass fraud that would change election result via,0.0,0.0,Positvie
213,a few month before the Election be at a baggage claim at an airport near Naples FL and overheard two affluent look,0.48333333333333334,0.18333333333333332,Positvie
214,on or before December any ongoing effort to ensure an accurate count must be conclude and the election bring to a close,0.6333333333333334,0.4000000000000001,Positvie
215,all these MP be arse about be get the good deal for council not constituent remember this during the next election the trickle down economic be push do not and have never work,0.27222222222222225,0.18611111111111112,Positvie
216,in January Dominion tell Congress there be a back door to software that allow vote to be upload via a memory stick after the election be over boom the Gang of eight know and do nothing,0.0,0.0,Positvie
217,never imagine would sit worried that state legislature may try to subvert election result to appease a dictator wannab,0.0,0.0,Positvie
218,Stephen Schwarzman President Donald Trump most high profile supporter on Wall Street say today that time for,0.52,0.33,Positvie
219,between that and the conspiracy theory run rampant on Parler that the election be a ploy for dem to get,0.0,0.0,Positvie
220,the Radical Left have use the coronavirus as an excuse to change election law a massive number of violation have be report due to the social distance imposition this have be a global operation but have be sponsor by lead liberal in the US OBiden Care,0.24861111111111112,-0.02361111111111111,Negative
221,do not put out to make fun and try to steal a legal election what s next,0.13333333333333333,0.16666666666666666,Positvie
222,be wrong about Mitt Romney this article be horseshit outright bigotry and racism in the trump campaign trump be the reality check need all politician get fire in election need real people not Mitt Joe or any other corrupt joker,0.64375,-0.23125,Negative
223,the takeaway from the election should not be if trump lose there must be illegal vote the takeaway SHOULD be trump l,0.5,-0.5,Negative
224,this normally may be a time when folk reflect on the outgoing President achievement the Middle East peace deal op,0.32499999999999996,0.075,Positvie
225,the White House say Trump be deny a peaceful transfer of power reminder Hillary Clinton concede the day after Elec,0.25,0.125,Positvie
226,zo Wel een dingetje dit Republikeinse nationale veiligheidsexpert vragen hun partij indringend Trumps verlie toe,0.0,0.0,Positvie
227,Democrats have not accept the legitimacy of a GOP president since but Trump should not toop to level Acce,0.0,0.0,Positvie
228,wake up this morning and be more convinced than ever before that this election have be st len not from President Trump,0.5,0.5,Positvie
229,see way too many flip flopper stay true to what believe in stop care so much about what people think about,0.44999999999999996,0.35000000000000003,Positvie
230,Biden expect to tap Jake Sullivan as national security adviser Linda Thomas Greenfield for ambassador,0.0,0.0,Positvie
231,big deal union election petition file at Fulfillment Center in Alabama by potential worker in the b,0.39999999999999997,-0.03333333333333333,Negative
232,there be no credible opposition for year mate labour have not pull in the same direction for last year at least these mug would probably get in again if there be an election tomorrow,0.32291666666666663,-0.125,Negative
233,Democrats steal the election,0.0,0.0,Positvie
234,be not the media call be in favor of immediate measure to address the issue this should be the least partisan time of year be the holiday and the next election could not be far away except for Georgia,0.4666666666666666,-0.06666666666666667,Negative
235,Un jury pour de pour célébrer le centenaire des concour de beauté en France htt,0.0,0.0,Positvie
236,even if Joe Biden win the election fairly of Republicans do not think do but let entertain the notion that h,0.65,0.75,Positvie
237,Pesquisa Rasmussen mostra que além dos de Republicanos que acreditam que a eleição foi roubada do presidente Donald T,0.0,0.0,Positvie
238,this seem surgical on d the USPS process of ballot on time the expect rate be but in the po,0.0,0.0,Positvie
239,so original annoying home sell election America realestate,0.825,-0.21250000000000002,Negative
240,this be what the final POTUS election map will look like,1.0,0.0,Positvie
241,a group of lead GOP national security expert include former homeland security secretary Tom Ridge urge congressi,0.0,0.0,Positvie
242,corporate executive and lobbyist do not belong in the administration need leader who be ground in the need of the,0.0,0.0,Positvie
243,if live in Georgia and a so call Republican tell to boycott the January runoff election tell no thanks still have a function brain,0.35,0.018181818181818174,Positvie
244,Leia aqui a informação Abra no Google chrome e traduza,0.0,0.0,Positvie
245,be to busy steal the election Steve do not have time to do what be right for Deplorables,0.4178571428571428,0.19285714285714284,Positvie
246,FLASHBACK in President Trump attack Carrots the turkey for refuse to concede have lose the vote on the White House,0.0,0.0,Positvie
247,breaking Mohave County a very red Trump county have just unanimously vote to certify canvass all Arizona count,0.0,0.0,Positvie
248,why be Joe Biden so quickly form a Cabinet when investigator have find hundred of thousand of fraudulent vot,0.5,0.3333333333333333,Positvie
249,Maryland GOP Governor on CNN re Trump refusal to concede the election be begin to look like be,0.0,0.0,Positvie
250,dam breaking weigh in portman no proof of mass fraud that would change election result,0.0,0.0,Positvie
251,with this late bus tour be send a strong message across the state of Georgia black voter make history on El,0.5888888888888889,-0.011111111111111118,Negative
252,the game change will may be Georgia election but be expect an avalanche of bumfukkery go to be hard,0.4708333333333333,-0.3458333333333333,Negative
253,a pro biden drive for democracy car caravan be gather this morning at the Meridian Mall near Lansing Michigan prepare to head to the Capitol for the State Board of Canvassers vote on certify the election result Michigan lansing,0.4,0.1,Positvie
254,FLASHBACK in President Trump attack Carrots the turkey for refuse to concede have lose the vote on the White House,0.0,0.0,Positvie
255,election fraud be too important to be leave to conspiracy theorist,1.0,0.4,Positvie
256,bbg Pennsylvania Republicans sue to block certification of election result,0.0,0.0,Positvie
257,HS bqqm,0.0,0.0,Positvie
258,pray everyday that will be victorious and give the EVIL DS player can not steal this election from and the american people criminal and must be stop,0.5375000000000001,-0.4,Negative
259,national security expert call on GOP leader to rebuke Trump election claim,0.0,0.0,Positvie
260,go from year of Russia rig the election to election can not be rig really fast do not,0.6,0.2,Positvie
261,refer specifically to Jim Clyburn and the South Carolina democratic primary in after Bernie be the likely nominee after Nevada and the Super Tuesday dominant majority for Hillary in southern state that democrats rarely win in the general election Truth reveal,0.5111111111111111,0.2638888888888889,Positvie
262,the dominion Algorithm use to steal the election via,0.0,0.0,Positvie
263,this sure be a happy day Black Detroit voter sue trump campaign over effort to invalidate election result ABC New,0.6941919191919191,0.3174242424242424,Positvie
264,by the end of today election result will be certify in enough state to remove any and every far fetched hypothet,0.75,0.05,Positvie
265,Anti Globalism be literally against the planet can not have a USA without a planet earth and lose the election by one of the large margin of victory ever Congrats President Elect Biden at least can now end the shit show call the Trump Administration,0.6321428571428571,0.12857142857142856,Positvie
266,half of Americans believe this election be steal while the other half know this election be steal,0.23611111111111108,-0.15277777777777776,Negative
267,thank Garu for bring this violation of Model Code of Conduct to notice today register a comp,0.0,0.0,Positvie
268,breaking news Allegheny County Board of Elections vote to certify the election result,0.0,0.0,Positvie
269,have the power no President have ever have million Americans vote for except can not all,0.0,0.0,Positvie
270,will not let steal the vote and take freedom will take up arm and fight if must speaker at t,0.0,0.0,Positvie
271,big deal union election petition file at Fulfillment Center in Alabama by potential worker in the b,0.39999999999999997,-0.03333333333333333,Negative
272,RCN tell to update election rule follow independent review,0.125,0.0,Positvie
